Entry	Organism ID
A0A2X4TGJ7	59203
A0A1X1RWS0	28045
A0A098AN16	1313
A0A5F0K1R5	72026
A0A351JP17	2053493
A0A3U6TRT0	623
A0A0Z9D6P8	1307
A0A523M0T4	1913989
A0A0Z8NRY3	1307
A0A6I3S3N0	487175
A0A6N8ULV8	1913989
A0A123TH46	1307
A0A534BHH2	1913989
A0A3D0U6N0	1913989
A0A5P0YKL3	2213162
A0A0Z8GAV3	1307
A0A6I3SCT1	487175
A0A223U4S4	2026240
N2B214	2044587
A0A1R0G0V3	57706
A0A3S5WY55	648
A0A6L8F455	1913989
A0A6B0DU28	80869
A0A6I0R6P5	818
A0A5M3V6T5	299767
A0A5P0ZPT8	2584183
H3RM15	660596
F2J3P3	991905
A0A6N9CPJ1	1913989
A0A1C2HVL0	930
A0A3U3A6K9	54388
A0A6N8W2D0	1913989
A0A5H8FIR3	487004
A0A107T6H8	1503054
A0A0Z8G8L5	1307
A0A1Q8YXV5	1134687
A0A0J2GJ88	1134687
A0A1C2JI30	930
A0A0D1RZ29	670
A0A2D7WWU1	50741
A0A662F6B0	2053493
A0A1Z3V6X1	1045010
D6SQZ9	555779
A0A1B8S8X1	354243
A0A662EQ52	2053493
A0A534I795	1913989
A0A126VDJ2	61652
A0A126PQZ1	550
A0A098ANV4	1313
W0BRH6	299767
A0A534GLN8	1913989
A0A0F6AMH8	126740
A0A3M4P5Z0	323
A0A1V0GN38	147645
A0A6B0DQC6	80869
A0A534CJJ1	1913989
A0A3R0B958	59203
A0A2W5BT09	40214
A0A1V0GQE0	147645
A0A2D0NKA7	1352
A0A1A7T3B9	1352
A0A2S7DW27	56453
A0A2W5CUX1	1007099
A0A379H685	703
A0A3T0Q7H1	2500532
A0A0F7LMX3	230089
A0A0H3ZQD3	212663
A0A1X1RJY4	28045
A0A396EA56	818
A0A6B0DQS5	80869
A0A6N8VPG3	1913989
A0A4Y9IFU2	33959
A0A377RDQ5	548
A0A379SG44	59203
A0A3G9I4Y5	648
A0A5P0YUE6	2213162
A0A217AI84	1313
A0A0T7RY16	58097
A0A2D3T3T0	138072
A0A5S3Q3X3	380021
A0A1P8MCU1	680
A0A2D3SXA9	138072
A0A0M4MPN1	216816
A0A3D3L5L9	2026801
A0A443XMT9	550
H3RLY1	660596
A0A353ZT38	1667
A0A2N0DX53	674054
A0A6B1G409	2201156
A0A4P5ZVB8	282420
G8LL09	299767
A0A4V1AFF9	2027919
A0A116XQP6	1307
A0A3C0NSR0	2030816
A0A1Q5U0Z2	1873484
A0A5I5FWU5	487004
A0A7I0YPE5	623
A0A376F5J4	61645
A0A0J2GPW5	1134687
A0A223UEI6	2026240
A0A174RPY2	1150298
A0A385EPR5	633417
A0A6P1IC72	434010
A0A6B1BBA8	2201156
A0A1G8MSW1	54121
A0A2J9KMG1	2052
A0A1R0G0T8	57706
A0A4R9C3K7	72026
Q6A7R8	267747
A0A1Q8YUF7	1134687
A0A5S3QCA4	380021
A0A385EPX2	633417
A0A1V3KEA4	1906744
A0A4P2SPU5	138072
H3RIH6	660596
A0A133LA24	216816
A0A2E9ZQ10	2026801
A0A396FFP6	821
A0A3E4WAU3	821
A0A2D3TEV3	138072
A0A2D3TEJ3	138072
A0A1V0GZ61	147645
A0A0Z8F1F3	1307
A0A384INZ4	1134687
A0A0B5X0R9	1121088
A0A1Z3UWK1	1045010
A0A0P9NU10	86840
A0A2S7DWA5	56453
A0A6I1DJD7	216816
A0A269TBF0	216816
A0A2N0DX29	674054
C6C5Z4	579405
A0A443XGX8	648
A0A6N8ZSV5	1913989
A0A329EU69	135735
A0A2T4XYR9	550
A0A661GBB5	1913989
A0A1X1RSP5	28045
A0A2W5SZJ5	40214
A0A149VNM4	1313
A0A6L8EC58	1913989
A0A1X1RVW2	28045
A0A661BQY5	1913989
E5XZW0	216816
A0A5P0YXK4	2213162
A0A1C2IFW7	930
A0A3S5WW43	648
A0A117E814	42234
A0A350CTI0	1882437
A0A0J2I4L8	1134687
A0A0A1GP46	216816
A0A0A5SFN7	582
A0A427UIY6	40214
A0A6G6JW73	66269
A0A1B3EYX1	550
A0A1N4ZSH5	1185650
N2A0K4	2044587
A0A5C4UTX4	2219224
J7K823	550
A0A023Y260	216778
A0A0D6IHM9	85698
A0A133LHF4	216816
A0A374AZS0	2293126
A0A239RYS2	40214
A0A0M3H8W5	548
A0A0U0DFU0	1313
Q99Q95	623
A0A6L8CQR9	1913989
A0A0W7TUK9	1550024
A0A2Z6G0N4	61645
A0A4P8C0P8	991919
Q93L55	818
B1B631	1313
A0A378MET3	1641
A0A1B0GX14	550
A0A099EW18	376733
A0A5Y3Q4L2	59203
A0A0T8VMX8	1313
A0A0F1LLW3	548
A0A6I3QNC5	1550024
A0A496X3X3	1913989
A0A098Z6Y9	1313
A0A4M3JXP0	1313
A0A495LFR3	61645
A0A064C2H8	1313
A0A2X1S0E2	2052
A0A4R0M6F3	57706
A0A443UVV1	1134687
A0A0Z8DMZ1	1307
A0A099EVF5	376733
A0A4R9C203	72026
A0A2S4MWK0	623
A0A116KV51	1307
A0A267W8N2	550
A0A2D5LGC4	232
A0A6A2T692	216816
A0A503L9X0	2589933
A0A438KXI9	53407
A0A5P2L8A6	1134687
A0A3M3C123	59510
A0A3S5Z6E2	648
A0A1C2JDA4	930
A0A6B1EPE4	1913989
A0A1V3K7P6	758
A0A6S5INP9	648
A0A2E3EEC0	2026801
A0A2E5SP80	50741
A0A0T9V495	29484
A0A6B0Y9Q1	1913989
A0A1X9I2C1	1307
A0A0T9V4V6	29484
A0A1V3K7E7	758
A0A7C2H7S5	1883427
H3RDP3	660596
A0A6B1HBF6	1913989
A0A1B3PVL4	33959
A0A5Y3PZ00	59203
A0A0Z9JJS1	1307
A0A6B1ANP0	1913989
A0A072JD13	670
A0A0F1DNJ5	61645
A0A6L8FBP1	1913989
A0A263VRS2	61645
A0A496WRW7	1913989
A0A0Z8KB18	1307
A0A4K8PYP4	1313
A0A2X1RGP8	2052
A0A522BNC6	1872578
E6UCR8	697329
A0A6G6JLS8	66269
H3RL93	660596
A0A263VJW6	61645
A0A329ETR2	135735
W5YUE7	1420917
A0A6L8AV44	1913989
A0A2Z3N556	33941
A0A1V0M4R0	351679
A0A1D3BDR6	61645
A0A0U0MBL7	1313
A0A411GRP2	550
A0A6G6JUL2	66269
A0A5C8R868	1313
A0A0W8H009	40214
A0A100J3L2	42234
H3RHC0	660596
A0A2J4ZZP8	1134687
A0A351JWD7	2053493
A0A378PFQ9	2052
A0A244DX61	169430
A0A1C2J004	930
A0A661GLT2	1913989
A0A1V0M4P5	351679
A0A6B1HKB1	1913989
E1XUN7	1313
A0A5H6Q7S5	54388
A0A534DSF9	1913989
A0A6I3QWH3	1550024
A0A534DC73	1913989
A0A511FHJ5	156981
A0A661HAM0	1913989
H3RB06	660596
A0A662F7Q2	2053493
W1L6A6	1336745
A0A6L7LWK9	1913989
A0A511FGP0	156981
A0A0D6MUA5	887700
A0A1X1RSU0	28045
A0A6L8D813	1913989
A0A064C0G7	1313
A0A6L8D089	1913989
A0A661G5U6	1913989
A0A496WZ89	1913989
A0A6V7CER6	453602
A0A5P0YUL8	2213162
A0A1R0FQX1	57706
A0A353F547	2026801
A0A1Q9AAL4	887144
A0A6L7M457	1913989
A0A267W807	550
A0A6I3QR10	1550024
A0A496X864	1913989
Q6A628	267747
A0A7G3EZI1	550
A0A7C1LQY6	2052149
A0A263VII1	61645
A0A443W2Q2	1134687
A0A5H9H2Y3	487004
A0A0F1TI12	548
A0A0P6Y3T6	29497
A0A2N7WA74	487049
A0A1H6NZA3	169430
A0A081LJN9	648
A0A176XAQ1	550
A0A6L4U6J2	216816
A0A455VWB1	61645
A0A123TH99	1307
A0A0F1LAE4	548
A0A1N2X153	1185650
N2AC84	2044587
A0A3D0Q261	232
A0A151YV43	1785128
A0A6N8ZT32	1913989
A0A2J4ZT62	1134687
A0A1X1RHH9	28045
A0A6N9CX21	1913989
A0A2Y4XX08	623
A0A495KBR1	61645
A0A0M4N3L0	216816
A0A4U3LVD2	2575441
A0A3Q8XBP5	40214
A0A081LNI4	648
A0A6N8UIS1	1913989
A0A174MX18	1150298
A0A443WMJ0	1134687
A0A534C1K4	1913989
A0A5I0RQK6	487004
A0A5I8PLH9	54388
A0A1B8T443	729
A0A0T8P3C1	1313
A0A1C2J954	930
A0A6N8UFC7	1913989
A0A7H5A572	1134687
A0A497DYC6	2052149
A0A6L7N0N5	1913989
A0A0U0KKH4	1313
A0A411GRA4	550
A0A098APN9	1313
A0A2J4RFA8	1134687
A0A0Z8KWY5	1307
A0A6I3QNC4	1550024
B7UTY4	1313
A0A1R0FSK6	57706
K5W7E3	669
A0A1R0FSU2	57706
A0A1B3EZL1	550
A0A062WM95	1313
A0A0D6MR04	887700
A0A0T9QRB2	29484
A0A2N0T110	216816
A0A1Q8ZZM7	887144
A0A7L4U843	623
A0A5H6PXD9	54388
A0A2N0SYW3	216816
A0A6N9CPX6	1913989
A0A0J0FYK8	61645
A0A6I3S2P8	487175
A0A0D9H6Z7	61645
A0A151C7X9	216816
A0A7H5A0N0	1134687
A0A5E5UIZ1	2026240
A0A1V8RGJ2	216816
A0A5P0YXY9	2213162
I6S7T4	550
A0A1X1RK13	28045
A0A3D1MFC9	2053562
A0A6N8VSL7	1913989
A0A2I5KFN7	1307
D6CHM4	1313
N2B5Z7	2044587
A0A0W7TLP3	1550024
A0A1P8VMG2	1134687
A0A0F1RR88	61645
H3RLW9	660596
A0A411GEU3	550
A0A1Q8Z3I8	1134687
A0A0J2LAB4	1134687
A0A1R0FW98	57706
A0A6I3S2N9	487175
A0A2J5NI64	1134687
H3RGM8	660596
A0A4I1R225	1313
A0A1C2IDR6	930
A0A534D5E1	1913989
A0A3U6TQ57	623
A0A2J9KRR5	2052
A0A6I3QZM2	1550024
A0A379SNW3	59203
A0A0H3ZSH0	29497
A0A6B1FSB6	1913989
A0A1V8QFU0	216816
A0A3T1A5G2	648
A0A330G6V7	550
A0A2E4KVD1	1913989
A0A098ANA6	1313
A0A7G1JPP8	1307
A0A249W4Z8	670
A0A662F829	2053493
A0A0T9UR66	29484
A0A3U6TQK7	623
A0A239RZ73	40214
A0A1Z3CHM9	76857
A0A132NGJ2	1469144
A0A0W2H9R6	548
A0A0B4ZH52	1313
A0A0S2K1T4	161398
A0A0G3CKQ9	82985
A0A2N7X6Y6	863227
A0A174MF86	674529
A0A2N0SV13	216816
N1ZRS4	2044587
A0A6B0DMM9	80869
A0A2X4WU97	59203
A0A116MIL6	1307
A0A2E6M342	1913989
A0A256MJW7	33959
A0A0J2JK51	1134687
A0A223UJ58	2026240
A0A6B1FRX1	1913989
A0A496XIM9	1913989
A0A0G3CNI8	82985
A0A132N759	1469144
A0A443UHI2	550
A0A244DX43	169430
A0A336NFI1	33045
A0A6B1ANE8	1913989
A0A496X7D2	1913989
A0A4V1LF35	2292255
A0A349Z0L1	232
A0A534ICQ9	1913989
A0A6I3S8G3	487175
A0A6F8NJT6	1275962
A0A6I4WV76	648
A0A4P8C624	991919
A0A0M7JFM4	550
A0A177M9Q9	421
A0A116RME5	1307
A0A1Q9A400	887144
A0A662EPK3	2053493
A0A496X0E8	1913989
A0A413AG56	216816
A0A6L7Y476	1913989
A0A100I2Y0	1136880
A0A241NLC7	55601
I6T4H7	550
A0A5I8LQM1	54388
A0A3T1A4S1	648
A0A0S2ZU03	76857
A0A0M9FI24	1307
A0A644RSN3	165302
A0A2E9PGD6	232
A0A534DMD6	1913989
A0A2R4TP51	196023
A0A352LST1	2026727
A0A1V8RFH5	216816
A0A496ZWL3	2030808
A0A0M3HB79	548
A0A5I0RP54	487004
A0A2A5KPN1	1535245
A0A414HBD1	818
A0A497U5C9	1221601
A0A3R8SIF7	224729
A0A534JD99	1913989
A0A395Y263	216816
A0A654XIN0	1313
H3MX10	1134687
A0A376F3E5	61645
H3RDK9	660596
A0A6B1EKN7	1913989
A0A454DBC8	669
A0A0D6IHW1	85698
A0A534BG45	1913989
A0A0I6EUW2	1313
A0A7L4TY74	623
A0A5I0RN12	487004
A0A443W248	1134687
A0A411GR70	550
J4UE24	1161421
A0A2C6BJ30	76857
A0A0G3QXT1	1134687
A0A6I3S354	487175
A0A5H8FHB0	487004
A0A1V0M479	351679
A0A4Q2E3W2	550
A0A3S0AK66	548
A0A0T9T4Y8	29484
A0A0F1WKH9	61645
A0A438L1X9	53407
A0A0A1GTL1	216816
A0A482M5C2	550
A0A2U9M0N7	550
A0A4Q7EZN9	1642299
A0A6S5JSN4	550
A0A414H5W5	818
H3RKD7	660596
A0A1C2I0L8	930
A0A1P8TG37	1642299
A0A0M7BKV4	550
A0A098ZA69	1313
A0A4Q2E4D3	550
A0A1S6XXY7	550
A0A6P1Y8R2	33959
A0A443UFZ7	550
A0A3D0YPP6	2026801
Q99Q00	623
A0A223UDL8	2026240
A0A2T5CV74	85698
A0A0M7IRF6	550
A0A0J2GRL0	1134687
A0A534E1U2	1913989
A0A432G805	1913989
A0A075NEM7	216816
A0A534E3W1	1913989
A0A0D1RT32	670
A0A2E9PHQ1	232
A0A438L4P9	53407
A0A443XBG5	648
H3RAQ4	660596
Q762E1	550
A0A353SZZ7	2052143
A0A3D1CC09	2052143
J7KBH9	550
A0A4K3NZY0	1313
A0A1M8I8I8	1185650
A0A2Y4YBS1	623
A0A7H5CYY0	670
A0A4Y8WY84	1273
A0A534CK66	1913989
A0A239RYQ5	40214
A0A3D3NVI1	2026801
A0A1C2IBP0	930
A0A1C2JDN4	930
A0A383K1N6	623
A0A2J5A269	1134687
A0A1X9I294	1307
A0A0A3WH88	317013
A0A5H9HXM6	54388
A0A094YKS5	61645
A0A655HHP2	1313
A0A6G2DGD8	1313
A0A383K169	623
A0A1R0G1R7	57706
A0A0M3HC97	548
A0A1R0FWM3	57706
A0A0S2K6A5	161398
A0A1B2N5C4	216778
A0A662ERX5	2053493
A0A661E3D8	1913989
A0A6V7FFH3	453602
A0A1M9M7S5	1185650
A0A0D8IUK2	1550024
A0A0Z8ELN4	1307
A0A5A9CC86	1639133
A0A1V3K175	758
A0A0Z8W2Y6	1307
A0A100J8D6	42234
C1IUX0	550
A0A0F1S0A3	61645
A0A1X1RNK7	28045
A0A0A5IA54	29498
A0A6I0TAR6	818
A0A4H9TE25	1313
A0A219ZRS3	550
A0A2Y5K7R2	623
A0A0I6URH3	1313
A0A0F0PDF3	550
A0A2A4MSW7	1913989
A0A2E5TS51	2026801
A0A1V8QH70	216816
A0A072J9F1	670
A0A0S2K1W6	161398
A0A5F0K4S2	72026
A0A116L385	1307
A0A3D4J9Z9	2052143
H3N5A0	1134687
A0A246EKK0	76857
A0A0T9A274	1313
A0A5E5T898	2026240
A0A369YYD9	729
A0A511FK15	156981
A0A239RZC3	40214
A0A1C2IB09	930
A6P253	411467
A0A223UH88	2026240
A0A359LE30	2026727
A0A4I6R2F6	1313
A0A661EPD6	1913989
A0A139K0H8	818
A0A2J9KSJ7	2052
A0A2E0PES9	2026801
A0A2A5KSU5	1535245
A0A5I3L7F9	54388
A0A156G2J2	550
A0A661G382	1913989
A0A378PAB8	2052
A0A2D5BX20	232
A0A1Q8YVL1	1134687
A0A6A2SF18	216816
A0A1R7QES2	40214
A0A3S4TVU6	758
A0A443W210	648
A0A6I3S4H7	487175
A0A6A2STR2	216816
A0A355H1V9	2052184
H3RDP2	660596
A0A3U6TK50	623
A0A534CK77	1913989
A0A426G3N0	1307
A0A5P0YU40	2213162
C6IUU4	818
A0A0J2HGF0	1134687
A0A5C4W7C0	2219224
A0A2E6LVC0	1913989
A0A132NHQ2	1469144
A0A0U4VS27	1763998
A0A496X9T4	1913989
A0A0T9ALB0	1313
A0A2R2HV68	1313
A0A5C4WWK0	2219224
A0A6B1AN39	1913989
A0A099EZV4	376733
A0A6B0YHS5	1913989
A0A2E8AG25	50741
A0A2J8GMI5	685
A0A7H8SIR1	2743575
A0A6B1AN36	1913989
A0A3E4TKT2	154046
A0A3S7D2W6	1920110
A0A2S1BEG3	582
A0A3C0I2M9	1913989
A0A3E2WGF2	154046
A0A0K8M3D5	103796
A0A1Q9A6E0	887144
A0A432FMK2	1913989
A0A2E1IEQ2	2026801
A0A2C6BC44	76857
A0A099EU63	376733
A0A2S1BGG7	582
A0A2I5KFN4	1307
A0A0G3CPL6	82985
A0A2T4Y5R7	550
A0A3R0HBE6	1639
A0A3T2YM15	29472
A0A3U6TP65	623
A0A7I0YMF3	623
A0A239RY54	40214
A0A2U1BFV3	1628085
F5P576	766147
A0A0T9TZ73	29484
A0A2A4PSZ0	1913989
A0A3R8N965	1307
A0A432FNE7	1913989
A0A7C4FXN3	2053493
A0A116MIL0	1307
A0A2G2N783	50741
A0A447W242	548
A0A4Q2E0A1	550
A0A0L0JFS4	42234
A0A2E4N5I9	2026801
A0A3G7TPD5	587753
A0A5S3URT1	43658
A0A534H503	1913989
A0A098Z1H4	1313
A0A0L8S0V6	670
A0A3Y3TJQ6	59202
A0A0N0VAE9	1307
C6IQP6	818
A0A3E4U4N7	154046
A0A7C2H7U7	1883427
A0A350Z596	2053509
A0A0F5BA89	59202
A0A174SG66	154046
A0A5F0V0I5	1353
A0A0D8J3F5	1550024
A0A1Y1B9G0	670
A0A124BLQ8	1313
A0A438KWT3	53407
A0A0M9FGS7	1307
A0A2N7JQ06	29497
A0A2C6BL81	76857
A0A1L6KNH8	29430
A0A7G7BQD8	67296
A0A3D3YT15	1883427
A0A2S7SIL1	564
A0A2N7MJN1	29497
A0A200HME3	1834169
G9PFE4	435830
A0A438L4A3	53407
A0A6S5IIH4	648
A0A3E5GFZ8	674529
A0A341E1P8	1134687
A0A248X4A6	1694
A0A2V0QFY2	103796
A0A6I3CI51	1883427
A0A3T7S3E7	224729
A0A0M7IZG4	550
A0A6L8CPQ5	1913989
A0A6B0YH73	1913989
A0A5C4WQ06	2219224
A0A443X6X0	550
A0A0G3CGM7	82985
A0A6B1AM96	1913989
A0A0R2H2N4	1629
A0A374P9R5	154046
A0A550APX3	2593656
A0A6H2NTJ8	955
A0A2N9XXM3	1196083
A0A3T7S758	224729
A0A7C2H8E2	1883427
A0A6I2Z827	1883427
A0A6I3F3C8	1883427
A0A427FB02	2479853
A0A0M2KAP0	65700
A0A6I3GCG2	1883427
A0A557RSK8	1629404
A0A289GHF4	55601
A0A6I2YCU4	1883427
A0A6L6C2Y0	1883427
A0A3M3DNN0	53707
A0A6I3CHZ7	1883427
A0A3M5HVT4	53707
A0A6I2X236	1883427
A0A426WNW6	224729
A0A354LSD0	59823
A0A497U9F7	1221601
A0A2N0TKH6	216816
A0A1X0TEG7	1196083
A0A497TK05	1221601
A0A0K8M7Q4	103796
A0A2S6MUW2	333368
A0A2S6NE51	333368
A0A6I2WA24	1883427
A0A1Q1L0B4	55601
A0A261WC43	46257
A0A3E0VSC0	120213
A0A2J4PTJ4	1134687
A0A438L765	53407
A0A0T7ZKV3	1313
A0A3D3YVK7	1883427
A0A471Y5T3	1639
A0A3D3YXZ4	1883427
A0A336NHS0	33045
A0A6S5A493	648
A0A6I0NFD2	818
A0A6A2HWP1	818
A0A4Y6CAU3	34
A0A2S6NEE5	333368
A0A6I2YRQ0	1883427
A0A1V0I937	190893
A0A2D5ARC1	2026780
A0A142BR44	550
A0A0M3H4Q8	548
A0A2J8GRH8	685
A0A2N5J6Q4	2020964
A0A100I966	1136880
A0A143HQH7	252514
A0A2A2B2F8	2024406
A0A064BVV0	1313
A0A2N7VKZ6	487049
A0A5I4AHG8	165302
A0A7C2DFW2	1883427
A0A426WTG7	224729
A0A6B1EKP1	1913989
A0A2G4AYR2	29497
C6IUB5	818
A0A2N7W2F3	487049
A0A3R8ULG5	224729
A0A1P8TEZ0	1642299
A0A2D6JLF0	2026715
A0A438L691	53407
A8QYU5	463
A0A2I1SN07	1584
A0A0D6HUQ4	85698
A0A1X0TC27	1196083
A0L783	156889
A0A0Q0B5T3	129140
A0A090I724	80852
A0A2V0RLB6	103796
A0A318PEZ2	28448
A0A3T7S654	224729
A0A3M5SES5	53707
A0A349IGD9	549
A0A0B7LB45	1313
A0A6B1HD34	1913989
A0A289GHP0	55601
A0A6I2WQD6	1883427
A0A438L0D5	53407
A0A2D9LCS7	50741
A0A2W5RDI7	40214
A0A2A5F313	2026807
A0A316S908	2049039
A0A1P8TJ57	1642299
A0A5I9C8L3	165302
Q2VHM1	1358
A0A6I6CMZ3	955
A0A3T2YLV0	29472
A0A2N7MA53	29497
A0A1R0FPT8	57706
A0A1B3PTU4	33959
A0A0T9V0Z2	29484
A0A7C6BL97	2053509
A0A1Y1BZ21	95485
A0A0F5BC93	59202
A0A379AKM6	549
A0A1I5KWW4	112413
A0A6L5ZIG5	1883427
A0A2A4WMV2	2030882
A0A5I1AYD1	165302
A0A0F4QRC0	43658
A0A354L9U5	59823
A0A3D4YWD2	2053509
A0A6B1ENU4	1913989
A0A219ZUI5	550
A0A2E9BSX2	1871043
A0A3N4D1U3	1750
A0A6I1Q0T4	2654982
A0A161QJW7	1729713
A0A6B0ZC56	1913989
A0A443UHG4	550
A0A0W8EWH1	172045
A0A378MKV3	55601
A0A0U1I8W5	33060
A0A550AJ02	2593656
A0A6I3HT56	1883427
A0A3D0T2Y4	232
A0A6B1AZN5	1913989
A0A336NGY6	33045
A0A2A5KXV2	1535245
A0A1Y6D5C4	1760988
A0A454DLK0	669
A0A6S4TXI9	648
A0A3S3ANR7	53407
A0A0V8RSF9	1660
A0A7C2HUW7	1883427
A0A6I3GX22	1883427
A0A0F2PJH8	1629712
A0A2A4MTK9	1913989
A0A3D4YUC6	2053509
A0A0F5EZW0	728
A0A534IEA5	1913989
A0A3S3C879	53407
A0A438L4R3	53407
A0A2J8GQP9	685
A0A0K8LU58	103796
A0A6I5XYJ8	1238
A0A174DNP2	154046
A0A5B7T684	938155
A0A098ZEL1	1313
A0A3G9IM65	648
A0A6I3ET11	1883427
D5WK73	2654982
A0A6B0Y8W8	1913989
A0A2E0WL72	1913989
A0A3S4A141	53407
A0A377H449	1414643
A0A191W3P4	55601
A0A0T9PYU3	28152
A0A6I2YE70	1883427
A0A174IHA3	154046
A0A3P1S3Q4	1305
A0A2V0QL95	103796
A0A497TRE7	1221601
A0A3A9BCD4	2320104
A0A2A5KJK4	1535245
A0A1X9I3J5	1307
A0A261WDK6	46257
A0A174QH62	154046
A0A0D5N5U8	35554
A0A376FEL2	61645
A0A6B0YIR1	1913989
A0A3S3AVH4	53407
A0A427KJE8	550
A0A6B0Y7W8	1913989
A0A246EIB9	76857
A0A6B1ALS4	1913989
A0A355H1N9	2052184
A0A2J4ZY52	1134687
A0A562PXM7	871742
A0A064BW69	1313
A0A2G2NRV5	50741
A0A0Z8APK8	1307
A0A3M4BK88	53707
A0A443J535	2306993
A0A5H7MN08	165302
A0A6Y9G7F5	1639
A0A6I3EVT7	1883427
A0A443KBA9	2306993
A0A2G9KZT1	103796
A0A349IE76	549
A0A6I3HEM9	1883427
A0A6I3MVB2	1883427
A0A6I3AJ77	1883427
A0A6I3F1B2	1883427
A0A0F5EU47	728
A0A374PDN6	154046
A0A097QNQ5	190893
A0A7C2H3H2	1883427
A0A6L5ZIE2	1883427
A0A3T7S518	224729
A0A2S6N3C0	333368
A0A6L6CY52	1883427
A0A6I2WW07	1883427
A0A2V0QT97	103796
A0A318PE10	28448
A0A349IF99	549
A0A0L0EZ41	43658
A0A241NLP2	55601
A0A0Q0BWA6	129140
A0A6I3E1C8	1883427
A0A5I2WR11	165302
A0A6I3HUK1	1883427
B3Y0G5	168927
A0A2G9L6G8	103796
A0A3M5IBD0	53707
A0A6L5YDH2	2605789
A0A5D0EP43	714
A0A378Q4Y7	55601
A0A6A2IQK0	818
A0A443UII5	550
A0A6B1ARC3	1913989
A0A6N8FA69	555083
A0A4Y6CC47	34
A0A191W5E0	55601
A0A1Q8YL66	1134687
A0A4S2QBF3	758
A0A2X4TI07	59203
A0A353R3R0	1913989
A0A330G6U3	550
A0A0J2GGN6	1134687
W5YS42	1420917
A0A380LVQ1	1313
A0A2A4PZS1	1913989
A0A3N5T230	2052149
A0A5I9DGT9	165302
A0A241PVW6	55601
A0A6I3F121	1883427
Q2NUN5	343509
A0A3N4D3K1	1750
A0A2S6MYR8	333368
A0A2G9EEQ4	2663009
A0A3R8TEW0	224729
A0A3D3YVC6	1883427
A0A3C0UN54	1960881
A0A0T9L6V0	28152
A0A099UIS5	76936
A0A7C2HW98	1883427
A0A7K0NY74	1883427
Q3C0C4	316273
A0A550AC10	2593656
A0A0K2DUI3	1238
A0A2A2M7J6	546367
A0A174LH24	154046
A0A356RWH5	549
A0A0K2XBN7	1578720
A0A432VPD0	1434071
A0A3C0UW30	1960881
A0A6I2VRZ6	1883427
A0A7C2DNS5	1883427
A0A059WAM6	68570
A0A5Z1JGM7	1639
A0A552YHI3	1358
A0A6B7PZR9	76759
A0A413LTD4	154046
A0A378PWJ3	55601
A0A3D3Q4Y4	1883427
A0A6I3A9K4	1883427
A0A5I0AZ67	165302
A0A6I3F869	1883427
A0A2S6NGC8	333368
A0A7C2HKF0	1883427
A0A7C2DAB9	1883427
A0A3T2YI03	29472
A0A191WAP0	55601
A0A1B1V946	190893
A0A0Z8N440	1307
A0A1Z4EDH0	722731
A0A0U0J1B0	1313
A0A438L2C9	53407
H3RLA4	660596
A0A0F5F0N5	728
A0A101E308	911092
A0A136QAL6	76759
A0A173U9D6	818
A0A3S3B643	53407
A0A2J4T014	1134687
A0A2C5Z9R2	76857
A0A2T4XZW7	550
A0A5R9ATR9	1313
T0G968	1114964
A0A6B1GKL9	1913989
A0A6B0Z774	1913989
A0A1W6RQV9	29429
A0A2E5SLL4	50741
A0A1Z3CJF5	76857
A0A246EFH1	76857
A0A0F5EVQ3	728
A0A7K4HVF5	564
A0A6B1AM44	1913989
A0A411GC49	550
A0A0Z8LKT6	1307
A0A3D0PF29	2053562
A0A6A2SVW3	216816
A0A0N0DNX6	1307
A0A6I4WT66	648
A0A438LD56	53407
A0A2T4XTF6	550
A0A498AH66	53407
A0A550ACA6	2593656
A0A3G2HPE0	76759
A0A1Q1K3B3	55601
A0A3Z6QNW5	224729
A0A661CCL8	1913989
A0A0J2H0W0	1134687
A0A1A3G1W0	512402
A0A0M2G7S2	550
A0A1D3C525	61645
A0A0B2YRP0	431269
A0A2G9L5K2	103796
A0A2V0QF04	103796
A0A538J482	1883427
A0A3R8SLY2	224729
A0A144DAT6	550
A0A0G3CNB4	82985
A0A537LM84	2569760
A0A443VXV7	648
A0A6I0SVE6	818
A0A2A5KZI1	1535245
A0A2T4I3E9	582
A0A380PNU9	29484
A0A0U0J139	1313
A0A171KU13	206506
A0A0T9UPA7	29484
A0A7C2DQL0	1883427
A0A2N5XWV3	2067669
A0A2S6N029	333368
A0A6I2YNZ9	1883427
A0A4J9ENQ1	1313
A0A0I7YIB0	1313
A0A248X560	1694
A0A3T2YM03	29472
A0A2V1YT54	549
A0A6G6SDE5	585
A0A534EAV9	1913989
A0A5P0YM11	2213162
A0A0M7F6B1	550
A0A380LUF8	1313
A0A5H9H1B3	487004
A0A443U5R3	550
A0A6I1Q2Z2	2654982
A0A3T2YFS1	29472
A0A5S3UY51	43658
A0A0T9M1Z3	28152
A0A7K4I393	564
E6YTT1	515256
A0A2X0R0A5	1358
A0A2X0SSB3	1358
A0A357JEE0	1871037
A0A174FIC3	154046
A0A6I3B4Y9	1883427
A0A550AIF5	2593656
A0A379AF71	549
A0A5U8K2S5	224729
A0A3Z6QQW4	224729
A0A3Z6QQY4	224729
A0A2X3VDD5	1305
A0A6I3F3C5	1883427
A0A177I1E6	223967
A0A3M4CWW4	53707
A0A015T1Z1	1339315
A0A6I3AID3	1883427
E6YTV7	515256
A0A1X1TF65	126673
A0A3S3LU36	1358
